Name,Water,Energ (kcal),Protein,Lipid,Ash,Carbohydrt,Sugar,Calcium,Iron,Magnesium,Sodium,Zinc,Copper,Vit_C,Vit_B6,Cholestrl
ARCHWAY Home Style Cookies. Sugar Free Chocolate Chip,4.99,487,4.51,22.71,1.68,66.11,0.9,261,2.12,0,267,0,0,0,0,0
ARCHWAY Home Style Cookies. Sugar Free Rocky Road,7.3,466,5.87,20.52,1.89,64.41,0.71,174,3.16,0,282,0,0,0,0,0
ARCHWAY HOME STYLE COOKIES.FAT FREE DEVIL'S FD COOKIE,12.99,338,4.82,0.9,2.03,79.27,41.2,10,2.63,0,393,0,0,0,0,0
ARCHWAY HOME STYLE COOKIES.FROSTY LEMON,12.03,430,4.41,17.11,1.67,64.78,33.35,41,1.62,0,366,0,0,0,0,0
ARCHWAY HOME STYLE COOKIES.PNUT BUTTER,6.35,480,9,24.28,1.9,58.48,32.55,35,2.72,0,404,0,0,0,0,37
ARCHWAY HOME STYLE COOKIES.RASPBERRY FILLED,14.99,400,4.35,13.26,1.48,65.92,31.76,20,2.32,0,334,0,0,0,0,6
ARCHWAY HOME STYLE COOKIES.RUTH'S OATMEAL,9.99,428,5.94,15.88,2.03,66.15,34.09,31,2.76,0,440,0,0,0,0,16
ARCHWAY HOME STYLE COOKIES.SUGAR FREE OATMEAL,5,442,5.54,20.92,1.34,67.2,1.26,20,1.96,0,308,0,0,0,0,0
ARROWHEAD.CKD.BLD.DRND.W/SALT,77.08,78,4.49,0.1,2.19,16.14,0,7,1.21,49,254,0.22,0.135,0.3,0.206,0
ARROWHEAD.CKD.BLD.DRND.WO/SALT,77.08,78,4.49,0.1,2.19,16.14,0,7,1.21,49,18,0.22,0.135,0.3,0.206,0
ARROWHEAD.RAW,72.48,99,5.33,0.29,1.67,20.23,0,10,2.57,51,22,0.28,0.171,1.1,0.26,0
ARROWROOT FLOUR,11.37,357,0.3,0.1,0.08,88.15,0,40,0.33,3,2,0.07,0.04,0,0.005,0
ARROWROOT.RAW,80.75,65,4.24,0.2,1.42,13.39,0,6,2.22,25,26,0.63,0.121,1.9,0.266,0
ARTICHOKES.(GLOBE OR FRENCH).CKD.BLD.DRND.W/SALT,84.08,53,2.89,0.34,0.74,11.95,0.99,21,0.61,42,60,0.4,0.127,7.4,0.081,0
ARTICHOKES.(GLOBE OR FRENCH).CKD.BLD.DRND.WO/SALT,84.08,53,2.89,0.34,0.74,11.95,0.99,21,0.61,42,60,0.4,0.127,7.4,0.081,0
ARTICHOKES.(GLOBE OR FRENCH).FRZ.CKD.BLD.DRND.W/SALT,86.5,45,3.11,0.5,0.71,9.18,0.84,21,0.56,31,289,0.36,0.061,5,0.087,0
ARTICHOKES.(GLOBE OR FRENCH).FRZ.CKD.BLD.DRND.WO/SALT,86.5,45,3.11,0.5,0.71,9.18,0.84,21,0.56,31,53,0.36,0.061,5,0.087,0
ARTICHOKES.(GLOBE OR FRENCH).FRZ.UNPREP,88.59,38,2.63,0.43,0.6,7.76,0,19,0.5,27,47,0.32,0.054,5.3,0.082,0
ARTICHOKES.(GLOBE OR FRENCH).RAW,84.94,47,3.27,0.15,1.13,10.51,0.99,44,1.28,60,94,0.49,0.231,11.7,0.116,0
ARTIFICIAL BLUEBERRY MUFFIN MIX.DRY,6.4,407,4.7,8.7,2.75,77.45,0,0,0,0,760,0,0,0,0,0
ARUGULA.RAW,91.71,25,2.58,0.66,1.4,3.65,2.05,160,1.46,47,27,0.47,0.076,15,0.073,0
ASCIDIANS (TUNUGHNAK) (ALASKA NATIVE),90.4,20,3.8,0.5,3.1,0,0,47,3.3,0,656,0,0,0,0,7
ASPARAGUS.CKD.BLD.DRND,92.63,22,2.4,0.22,0.63,4.11,1.3,23,0.91,14,14,0.6,0.165,7.7,0.079,0
ASPARAGUS.CKD.BLD.DRND.W/SALT,92.63,22,2.4,0.22,0.63,4.11,1.3,23,0.91,14,240,0.6,0.165,7.7,0.079,0
ASPARAGUS.CND.DRND SOL,93.98,19,2.14,0.65,0.77,2.46,1.06,16,1.83,10,287,0.4,0.096,18.4,0.11,0
ASPARAGUS.CND.NO SALT.SOL&LIQUIDS,94.32,15,1.8,0.18,1.22,2.48,1,15,0.6,9,26,0.47,0.107,16.5,0.098,0
ASPARAGUS.CND.REG PK.SOL&LIQUIDS,94.32,15,1.8,0.18,1.22,2.47,0,15,0.6,9,284,0.47,0.107,16.5,0.098,0
ASPARAGUS.FRZ.CKD.BLD.DRND.W/SALT,94.1,18,2.95,0.42,0.61,1.92,0.32,18,0.56,10,240,0.41,0.105,24.4,0.02,0
ASPARAGUS.FRZ.CKD.BLD.DRND.WO/SALT,94.1,18,2.95,0.42,0.61,1.92,0.32,18,0.56,10,3,0.41,0.105,24.4,0.02,0
ASPARAGUS.FRZ.UNPREP,91.82,24,3.23,0.23,0.62,4.1,0,25,0.73,14,8,0.59,0.137,31.8,0.111,0
ASPARAGUS.RAW,93.22,20,2.2,0.12,0.58,3.88,1.88,24,2.14,14,2,0.54,0.189,5.6,0.091,0
AVOCADOS.RAW.ALL COMM VAR,73.23,160,2,14.66,1.58,8.53,0.66,12,0.55,29,7,0.64,0.19,10,0.257,0
AVOCADOS.RAW.CALIFORNIA,72.33,167,1.96,15.41,1.66,8.64,0.3,13,0.61,29,8,0.68,0.17,8.8,0.287,0
AVOCADOS.RAW.FLORIDA,78.81,120,2.23,10.06,1.08,7.82,2.42,10,0.17,24,2,0.4,0.311,17.4,0.078,0
BABY FD.FORT CRL BAR.FRUIT FILLING,14,344,5.43,5.3,6.64,68.63,42,1053,13.16,19,237,0.59,0.082,2.4,1.105,1
BABYFOOD.APPL YOGURT DSSRT.STR,77.9,96,0.8,1.6,0.2,19.5,12.02,6,0,15,20,0.28,0.05,35.1,0.02,6
BABYFOOD.APPLE-BANANA JUC,87.1,51,0.2,0.1,0.26,12.3,11,7,0.2,6,4,0.04,0.02,27.9,0.06,0
BABYFOOD.APPLE-CRANBERRY JUC,88.3,46,0,0.02,0.19,11.49,6.88,6,0.22,3,5,0.05,0.01,27.9,0.03,0
BABYFOOD.APPLS W/HAM.STR,85.3,62,2.6,0.9,0.3,10.9,7.98,4,0.3,7,9,0.4,0.04,0.1,0.07,8
BABYFOOD.APPLS.DICES.TODD,87.5,51,0.2,0.1,0.13,12.1,10.83,10,0.2,6,13,0.04,0.02,31.3,0.05,0
BABYFOOD.BANANA APPL DSSRT.STR,83.1,68,0.3,0.2,0.29,16.3,14.66,3,0.1,8,7,0.05,0.03,12.3,0.06,0
BABYFOOD.BANANA JUC W/LOFAT YOGURT,78.5,89,2.5,0.8,0.66,17.54,13.28,79,0.2,10,37,0.14,0.03,33.9,0.12,3
BABYFOOD.BANANA NO TAPIOCA.STR,76.7,91,1,0.2,0.76,21.34,11.36,4,0.3,26,3,0.05,0.04,21.9,0.26,0
BABYFOOD.BKD PRODUCT.FINGER SNACKS CRL,3.7,421,6.4,9.9,3.32,76.68,28,400,22.5,27,324,4,0.22,10,0.05,0
BABYFOOD.CARROTS&BF.STR,87.3,59,3.4,2.5,0.7,5.7,2.04,22,0.5,13,58,0.8,0.054,0.8,0.1,8
BABYFOOD.CARROTS.TODDLER,93.5,26,0.6,0.3,0.37,5.23,2.5,19,0.2,6,26,0.2,0.081,0.7,0.05,0
BABYFOOD.CEREAL.MIXED.DRY,6.7,379,12.2,4.4,3.3,73.3,0.87,733,47.5,100,39,2.4,0.334,2.3,0.189,0
BABYFOOD.CEREAL.RICE.DRY,6.7,391,7.1,4.9,3.6,77.6,0.12,850,47.5,206,32,1.98,0.331,2.4,0.479,0
BABYFOOD.CHERRY COBBLER.JR,79.8,78,0.3,0.1,0.19,19.2,10.39,5,0.1,2,43,0.05,0.01,9.3,0.02,0
BABYFOOD.COOKIE.BABY.FRUIT,5.7,435,6.8,12.6,1.2,73.7,24.2,83,2.9,30,9,0.8,0.04,1.5,0.21,4
BABYFOOD.COOKIES,5.9,433,11.8,13.2,2,67.1,24.2,101,4.18,49,192,1.1,0.074,7,5.899,12
BABYFOOD.COOKIES.ARROWROOT,5.6,442,7.6,14.3,1.4,71.1,0,32,3,22,370,0.53,0.074,5.5,0.04,0
BABYFOOD.CORN & SWT POTATOES.STR,82.62,68,1.26,0.28,0.61,15.23,4,18,0.31,10,33,0.19,0.051,5,0.06,1
BABYFOOD.CRACKERS.VEG,2,477,8.4,19.6,3.15,66.85,13,41,4.2,37,1074,0.9,0.13,50.5,0.12,0
BABYFOOD.CRL.BARLEY.DRY,6.8,365,11.1,3.4,3.4,75.3,3.1,795,47.5,115,47,3.13,0.467,2.2,0.374,0
BABYFOOD.CRL.BARLEY.PREP W/WHL MILK,82.19,84,3.73,3.26,0.87,9.94,5.1,162,3.49,18,43,0.57,0.057,0.2,0.06,10
BABYFOOD.CRL.BROWN RICE.DRY.INST,1,404,8.7,3,1.65,85.65,0.92,55,47.6,28,12,0,0.368,0,0.98,0
BABYFOOD.CRL.EGG YOLKS&BACON.JR,85.9,79,2.5,5,0.4,6.2,0,28,0.47,5,48,0.27,0.02,0.9,0.026,94
BABYFOOD.CRL.HI PROT.PREP W/WHL MILK,74.5,111,8.7,3.8,1.5,11.6,0,218,12.14,48,49,1.04,0.217,0,0.113,0
BABYFOOD.CRL.HI PROT.W/APPL&ORANGE.DRY,5.3,374,25.4,6.5,5.2,57.6,0,751,47.5,159,104,2.7,0.964,3.1,0.351,0
BABYFOOD.CRL.HI PROT.W/APPL&ORANGE.PREP W/WHL MILK,74.4,112,6.9,3.9,1.5,13.4,0,223,14.42,37,58,0.76,0.166,0,0.092,0
BABYFOOD.CRL.MXD.PREP W/WHL MILK,79.21,96,4.14,3.38,0.96,12.3,4.78,220,10.43,20,42,0.59,0.059,0.3,0.053,9
BABYFOOD.CRL.MXD.W/ APPLSAUC & BANANAS.JR,79.6,83,1.2,0.4,0.4,18.4,7.79,4,5.61,7,36,0.22,0.055,9.1,0.139,0
BABYFOOD.CRL.MXD.W/APPLSAUC&BANANAS.STR,80,82,1.2,0.5,0.3,17.9,7.79,6,6.62,8,2,0.19,0.054,25.5,0.137,0
BABYFOOD.CRL.MXD.W/BANANAS.DRY,4.5,391,10.7,4.6,3.1,77.1,6.68,696,47.5,90,118,1.4,0.256,3.6,0.408,0
BABYFOOD.CRL.MXD.W/BANANAS.PREP W/WHL MILK,81.81,86,3.82,3.46,0.92,10,5.9,153,3.63,18,48,0.49,0.053,0.4,0.065,10
BABYFOOD.CRL.MXD.W/HONEY.PREP W/WHL MILK,74.2,115,5,3.6,1.2,15.9,0,294,11.27,28,48,0.72,0.064,0,0.067,0
BABYFOOD.CRL.OATMEAL.DRY,5.9,399,13.07,8,3.38,69.65,3.84,707,51.25,138,5,5.39,0.458,0,0.563,0
BABYFOOD.CRL.OATMEAL.PREP W/WHL MILK,74.5,116,5,4.1,1.1,15.3,0,220,12.14,35,46,0.92,0.094,1.3,0.06,11
BABYFOOD.CRL.OATMEAL.W/APPLSAUC&BANANAS.JR,81.8,75,1.3,0.7,0.4,15.7,9.48,6,7.5,11,31,7.5,0.075,24.5,0.24,0
BABYFOOD.CRL.OATMEAL.W/APPLSAUC&BANANAS.STR,82.2,74,1.3,0.7,0.4,15.4,10.49,9,5.65,11,2,0.35,0.073,21.8,0.2,0
BABYFOOD.CRL.OATMEAL.W/BANANAS.DRY,4.7,393,12,6,3.9,73.4,13.75,651,47.5,118,119,1.9,0.391,4.7,0.423,0
BABYFOOD.CRL.OATMEAL.W/BANANAS.PREP W/WHL MILK,81.81,86,3.82,3.46,0.92,10,5.9,153,3.63,18,48,0.49,0.053,0.4,0.104,10
BABYFOOD.CRL.OATMEAL.W/HONEY.DRY,5.8,391,13.5,7,4.4,69.3,0,1154,67.23,146,47,3.7,0.529,0,0.154,0
BABYFOOD.CRL.OATMEAL.W/HONEY.PREP W/WHL MILK,74.5,115,5,3.9,1.3,15.3,0,289,11.09,35,49,0.93,0.095,0,0.06,0
BABYFOOD.CRL.RICE.PREP W/WHL MILK,81.96,85,3.45,3.38,0.89,10.31,4.87,168,3.63,25,42,0.49,0.048,0.2,0.069,10
BABYFOOD.CRL.RICE.W/APPLSAUC&BANANAS.STR,81,80,1.2,0.4,0.3,17.1,2.24,17,6.73,3,28,0.08,0.051,31.6,0.234,0
BABYFOOD.CRL.RICE.W/BANANAS.DRY,4.7,404,8.7,4.2,2.5,79.9,16.7,691,47.5,141,96,1.5,0.254,2,0.686,0
BABYFOOD.CRL.RICE.W/BANANAS.PREP W/WHL MILK,81.81,86,3.57,3.32,0.81,10.49,6.13,156,3.63,20,47,0.46,0.042,0.2,0.085,10
BABYFOOD.CRL.RICE.W/HONEY.PREP W/WHL MILK,74.4,115,3.9,3.3,1.3,17.1,0,291,10.81,45,49,0.65,0.063,0,0.115,0
BABYFOOD.CRL.RICE.W/MXD FRUIT.JR,80.4,82,0.9,0.2,0.4,18.3,10.5,16,2.6,5,10,0.14,0.025,9.3,0.11,0
BABYFOOD.CRL.W/EGG YOLKS.JR,88.7,52,1.9,1.8,0.4,7.1,0,24,0.51,3,33,0.29,0.022,0.7,0.02,63
BABYFOOD.CRL.W/EGG YOLKS.STR,88.8,51,1.9,1.8,0.5,7,0,24,0.47,3,33,0.29,0.022,0.7,0.021,63
BABYFOOD.CRL.W/EGGS.STR,87.2,58,2.2,1.5,0.6,8,0,27,0.54,3,38,0.33,0.025,0.8,0.024,51
BABYFOOD.CRL.WHL WHEAT.W/APPLS.DRY,1.7,402,12.6,4.8,3.7,77.1,22.2,600,45,140,25,2.6,0.62,58.3,0.3,0
BABYFOOD.DINNER.APPLS&CHICK.STR,85.4,65,2.16,1.38,0.18,10.87,7.9,18,0.38,6,12,0.36,0.04,0.2,0.083,5
BABYFOOD.DINNER.BF LASAGNA.TODD,82.3,77,4.2,2.1,1.4,10,0,18,0.87,11,454,0.7,0.097,1.9,0.071,0
BABYFOOD.DINNER.BF NOODLE.JR,87.8,57,2.5,1.9,0.5,7.4,1.45,8,0.43,7,17,0.4,0.032,1.4,0.031,8
BABYFOOD.DINNER.BF NOODLE.STR,86.84,63,2.44,2.26,0.28,8.18,1.42,10,0.41,10,15,0.6,0.05,0.1,0.036,8
BABYFOOD.DINNER.BF STEW.TODD,86.9,51,5.1,1.2,1.4,5.5,1.39,9,0.72,11,345,0.87,0.072,3,0.074,13
BABYFOOD.DINNER.BF W/VEG,84.3,96,2.03,6.93,0.38,6.36,2.16,19,0.33,15,23,0.35,0.036,0,0.083,12
BABYFOOD.DINNER.BF&RICE.TODD,81.9,82,5,2.9,1.4,8.8,0,11,0.69,8,357,0.92,0.054,3.9,0.139,0
BABYFOOD.DINNER.BROCCOLI & CHICK.JR,86.92,62,3.59,2.48,0.67,6.34,1.43,37,0.52,12,17,0.39,0.03,17.7,0.052,13
BABYFOOD.DINNER.CHICK NOODLE.JR,87.25,55,2.37,1.18,0.41,8.79,1.07,21,0.38,7,78,0.4,0.03,0.1,0.052,9
BABYFOOD.DINNER.CHICK NOODLE.STR,85.64,66,2.69,2.06,0.53,9.08,2.5,27,0.64,14,23,0.55,0.07,0.1,0.064,16
BABYFOOD.DINNER.CHICK SOUP.STR,89.1,50,1.6,1.7,0.4,7.2,1.72,37,0.27,5,16,0.22,0.279,1,0.037,4
BABYFOOD.DINNER.CHICK STEW.TODD,83.3,78,5.2,3.7,1.4,6.4,1.68,36,0.66,10,200,0.41,0.02,1.9,0.046,29
BABYFOOD.DINNER.CHICK&NOODLE W/VEG.TODD,85.3,66,3.8,1.7,0.31,8.89,0.82,11,0.4,10,186,0.41,0.02,1.7,0.06,28
BABYFOOD.DINNER.CHICK&RICE,88,51,1.6,0.9,0.3,9.2,0.55,18,0.2,8,15,0.25,0.025,1,0.03,10
BABYFOOD.DINNER.MACARONI&CHS.JR,86.5,61,2.6,2,0.7,8.2,1.32,51,0.3,7,76,0.32,0.021,1.3,0.016,6
BABYFOOD.DINNER.MACARONI&CHS.STR,85.25,67,3.14,2.11,0.55,8.95,1.27,66,0.21,8,87,0.4,0.02,0.1,0.036,7
BABYFOOD.DINNER.MACARONI&TOMATO&BF.JR,86.7,59,2.5,1.1,0.3,9.4,2.43,14,0.36,7,17,0.36,0.039,1.5,0.047,4
BABYFOOD.DINNER.MACARONI&TOMATO&BF.STR,86.34,61,2.36,1.47,0.37,9.45,2.09,17,0.46,12,38,0.54,0.05,0.3,0.056,7
BABYFOOD.DINNER.MACARONI.BF&TOMATO SAU.TODD,81.81,81,4.34,1.9,0.43,11.53,0.37,12,0.8,15,201,0.48,0.02,1.9,0.09,7
BABYFOOD.DINNER.MXD VEG.JR,90.6,33,1,0,0.4,7.9,0,17,0.31,10,9,0.24,0.036,3.3,0.075,0
BABYFOOD.DINNER.MXD VEG.STR,88.7,41,1.2,0.1,0.5,9.5,0,22,0.33,11,8,0.16,0.044,2.8,0.075,0
BABYFOOD.DINNER.PASTA W/VEG,87.3,60,1.7,2.1,0.41,8.4,1.2,14,0.5,24,11,0.4,0.11,2.9,0.11,5
BABYFOOD.DINNER.POTATOES W/CHS&HAM.TODD,81.5,78,3.5,2,1.03,11.97,0.8,53,0.4,14,205,0.6,0.06,0.1,0.16,6
BABYFOOD.DINNER.SPAGHETTI&TOMATO&MEAT.JR,84.17,68,2.57,1.37,0.47,11.42,2.72,15,0.53,11,75,0.53,0.03,0.2,0.064,5
BABYFOOD.DINNER.SPAGHETTI&TOMATO&MEAT.TODD,81.6,75,5.3,1,1.3,10.8,0,22,0.9,15,358,0.48,0.02,4.1,0.083,0
BABYFOOD.DINNER.SWT POTATOES&CHICK.STR,83.7,74,2.51,2.17,0.58,11.04,5.37,30,0.45,13,22,0.37,0.081,0,0.137,11
BABYFOOD.DINNER.TURKEY&RICE.JR,86.64,56,2.37,0.92,0.5,9.57,1.25,24,0.41,9,80,0.47,0.03,0.3,0.052,4
BABYFOOD.DINNER.TURKEY&RICE.STR,88.22,52,2.27,1.24,0.33,7.94,1.66,18,0.29,8,20,0.4,0.03,0.2,0.052,5
BABYFOOD.DINNER.TURKEY.RICE.AND VEG.TODD,86.3,59,3.8,1.6,0.8,7.5,0.66,11,0.4,14,183,0.61,0.1,0.3,0.13,7
BABYFOOD.DINNER.VEG CHICK.STR,86.9,59,2.47,1.73,0.49,8.42,1.58,27,0.53,14,24,0.48,0.07,0.1,0.072,11
BABYFOOD.DINNER.VEG&BACON.STR,85.75,69,1.92,2.95,0.4,8.81,1.77,14,0.3,10,49,0.3,0.04,0.3,0.058,4
BABYFOOD.DINNER.VEG&BF.JR,84.94,77,2.21,3.6,0.41,8.84,2.34,17,0.35,10,21,0.38,0.03,0.2,0.063,7
BABYFOOD.DINNER.VEG&BF.STR,84.94,77,2.21,3.6,0.41,8.84,2.34,17,0.35,10,21,0.38,0.03,0.2,0.063,7
BABYFOOD.DINNER.VEG&CHICK.JR,87.76,53,2.04,1.12,0.42,8.66,1.46,27,0.33,8,76,0.3,0.02,0.2,0.046,7
BABYFOOD.DINNER.VEG&DUMPLINGS&BF.JR,88.6,48,2.1,0.8,0.6,8,0,14,0.47,7,52,0.33,0.03,0.8,0.048,0
BABYFOOD.DINNER.VEG&DUMPLINGS&BF.STR,88.9,48,2,0.9,0.5,7.7,0,14,0.39,6,49,0.4,0.029,0.8,0.047,0
BABYFOOD.DINNER.VEG&HAM.JR,87,60,2.02,1.89,0.45,8.65,0.99,14,0.24,8,87,0.3,0.03,1.1,0.046,3
BABYFOOD.DINNER.VEG&HAM.STR,87.47,59,2.19,2.14,0.41,7.8,1.37,16,0.41,12,16,0.32,0.07,1.6,0.072,5
BABYFOOD.DINNER.VEG&LAMB.JR,88.6,51,2.1,1.7,0.5,7.1,0.94,13,0.34,7,13,0.22,0.029,1.7,0.044,5
BABYFOOD.DINNER.VEG&LAMB.STR,88.6,52,2,2,0.5,6.9,0.94,12,0.35,7,20,0.22,0.029,1.2,0.046,6
BABYFOOD.DINNER.VEG&NOODLES&TURKEY.JR,88.7,52,1.8,1.5,0.4,7.6,0,32,0.26,9,17,0.3,0.026,0.8,0.018,0
BABYFOOD.DINNER.VEG&NOODLES&TURKEY.STR,90.3,44,1.2,1.2,0.4,6.8,0,32,0.19,8,21,0.27,0.022,0.8,0.016,0
BABYFOOD.DINNER.VEG&TURKEY.JR,88.5,53,1.72,1.74,0.49,7.55,1.36,16,0.36,9,89,0.3,0.02,0.4,0.052,4
BABYFOOD.DINNER.VEG&TURKEY.STR,88.82,48,2.32,0.9,0.35,7.62,1.54,27,0.37,13,20,0.7,0.09,0.7,0.044,4
BABYFOOD.DINNER.VEG&TURKEY.TODD,82.3,80,4.8,3.4,1.4,8,0,46,0.6,16,334,0.32,0.042,3.4,0.06,0
BABYFOOD.DINNER.VEG.NOODLES&CHICK.JR,86.2,64,1.7,2.2,0.7,9.1,0,26,0.49,11,26,0.32,0.058,0.8,0.023,0
BABYFOOD.DINNER.VEG.NOODLES&CHICK.STR,87.2,63,2,2.5,0.4,7.9,0,28,0.35,10,20,0.25,0.054,0.7,0.021,0
BABYFOOD.DSSRT.BANANA PUDD.STR,83.5,68,1,0.8,0.56,14.14,10.55,11,0.3,5,30,0.12,0.04,12,0.13,29
BABYFOOD.DSSRT.BANANA YOGURT.STR,80.7,79,1.1,0.52,0.33,17.4,3.95,30,0.14,10,14,0.26,0.02,13.9,0.08,1
BABYFOOD.DSSRT.BLUEBERRY YOGURT.STR,81.4,77,0.5,0.7,0.35,17.05,13.62,25,0.2,13,14,0.14,0.03,12.4,0.4,4
BABYFOOD.DSSRT.CHERRY VANILLA PUDD.JR,81,69,0.2,0.2,0.2,18.4,16.98,5,0.17,2,15,0.03,0.051,1.1,0.012,10
BABYFOOD.DSSRT.CHERRY VANILLA PUDD.STR,81.5,68,0.2,0.3,0.2,17.8,9.15,5,0.19,2,16,0.04,0.05,1.1,0.011,10
BABYFOOD.DSSRT.CUSTARD PUDD.VANILLA.JR,79.31,86,1.76,0.98,0.37,17.58,12.2,54,0.22,5,26,0.3,0.01,0.4,0.03,38
BABYFOOD.DSSRT.CUSTARD PUDD.VANILLA.STR,79.9,85,1.6,2,0.5,16,11.5,55,0.24,5,28,0.28,0.05,0.8,0.02,8
BABYFOOD.DSSRT.DUTCH APPL.JR,80.32,79,0.2,0.16,0.14,19.29,17.89,3,0.11,4,3,0.03,0.03,18,0.017,0
BABYFOOD.DSSRT.DUTCH APPL.STR,79.5,75,0.2,0.4,0.16,19.74,17.89,5,0.2,2,16,0.01,0.059,21.4,0.011,0
BABYFOOD.DSSRT.FRUIT DSSRT.WO/VIT C.JR,82.2,63,0.3,0,0.3,17.2,12,9,0.21,5,13,0.05,0.03,3,0.033,0
BABYFOOD.DSSRT.FRUIT DSSRT.WO/VIT C.STR,83.4,59,0.3,0,0.3,16,12.6,9,0.22,5,14,0.04,0.03,2.5,0.037,0
BABYFOOD.DSSRT.FRUIT PUDD.ORANGE.STR,79.8,80,1.1,0.9,0.6,17.7,0,32,0.1,5,20,0.17,0.05,9.1,0.027,3
BABYFOOD.DSSRT.FRUIT PUDD.PNAPPL.STR,77.6,81,1.3,0.3,0.5,20.3,10.28,31,0.18,9,19,0.2,0.023,27.2,0.04,0
BABYFOOD.DSSRT.PEACH COBBLER.JR,81.2,67,0.3,0,0.24,18.3,11.89,4,0.1,2,9,0.03,0.196,20.5,0.007,0
BABYFOOD.DSSRT.PEACH COBBLER.STR,81.8,65,0.3,0,0.24,17.8,10.62,4,0.1,2,7,0.3,0.19,20.5,0.007,0
BABYFOOD.DSSRT.PEACH YOGURT,80.87,76,0.9,0.18,0.45,17.6,6.63,27,0.4,13,14,0.18,0.04,11.7,0.02,4
BABYFOOD.DSSRT.TROPICAL FRUIT.JR,83.2,60,0.2,0,0.2,16.4,0,10,0.26,5,7,0.05,0.028,18.8,0.031,0
BABYFOOD.FRUIT & VEG.APPL & SWT POTATO,84,64,0.3,0.22,0.3,15.3,11.6,8,0.2,6,2,0.1,0.09,6.4,0.05,0
BABYFOOD.FRUIT DSSRT.MANGO W/ TAPIOCA,80,70,0.3,0.2,0.33,19,13,8,0.2,6,4,0.03,0.03,15.8,0.08,0
BABYFOOD.FRUIT SUPREME DSSRT,81.6,73,0.5,0.2,0.52,17.18,14.87,6,0.17,7,1,0.08,0.035,12.7,0.07,0
BABYFOOD.FRUIT.APPL & RASPBERRY.JR,84,58,0.2,0.2,0.2,15.4,12.96,5,0.22,4,2,0.03,0.053,28.9,0.034,0
BABYFOOD.FRUIT.APPL & RASPBERRY.STR,83.8,58,0.2,0.2,0.2,15.6,12.96,5,0.22,4,2,0.03,0.054,26.8,0.034,0
BABYFOOD.FRUIT.APPL&BLUEBERRY.JR,82.8,62,0.2,0.2,0.19,16.6,8.83,5,0.4,3,13,0.04,0.057,13.9,0.042,0
BABYFOOD.FRUIT.APPL&BLUEBERRY.STR,83.1,61,0.2,0.2,0.2,16.3,13.93,4,0.2,3,2,0.03,0.056,27.8,0.037,0
BABYFOOD.FRUIT.APPLSAUC W/BANANA.JR,83.14,66,0.37,0.1,0.26,16.16,4.35,5,0.24,9,3,0.05,0.04,17.3,0.1,0
BABYFOOD.FRUIT.APPLSAUC&APRICOTS.JR,86.9,47,0.2,0.2,0.24,12.4,8.72,6,0.26,4,3,0.03,0.044,17.9,0.03,0
BABYFOOD.FRUIT.APPLSAUC&APRICOTS.STR,87.7,44,0.2,0.2,0.26,11.64,9.25,6,0.25,4,3,0.04,0.041,18.9,0.03,0
BABYFOOD.FRUIT.APPLSAUC&CHERRIES.JR,85.6,51,0,0,0.3,14.1,10.61,1,0.3,4,1,0.03,0.046,42.8,0.039,0
BABYFOOD.FRUIT.APPLSAUC&CHERRIES.STR,85.63,51,0,0,0.25,14.1,10.81,1,0.3,4,1,0.03,0.045,42.8,0.037,0
BABYFOOD.FRUIT.APPLSAUC&PNAPPL.JR,89.1,39,0.1,0.1,0.2,10.5,0,4,0.1,4,2,0.03,0.036,26.8,0.039,0
BABYFOOD.FRUIT.APPLSAUC&PNAPPL.STR,89.5,37,0.1,0.1,0.2,10.1,0,4,0.1,3,2,0.02,0.035,28.1,0.039,0
BABYFOOD.FRUIT.APPLSAUC.JR,89.5,37,0,0,0.2,10.3,8.48,5,0.22,3,2,0.04,0.035,37.8,0.03,0
BABYFOOD.FRUIT.APPLSAUC.STR,88.6,41,0.2,0.2,0.2,10.8,9.87,4,0.22,3,2,0.02,0.038,38.3,0.031,0
BABYFOOD.FRUIT.APRICOT W/TAPIOCA.JR,82.1,63,0.3,0,0.4,17.3,1.4,8,0.27,4,6,0.04,0.036,17.9,0.028,0
BABYFOOD.FRUIT.APRICOT W/TAPIOCA.STR,83.1,60,0.3,0,0.3,16.3,1.41,9,0.3,4,8,0.05,0.034,21.6,0.03,0
BABYFOOD.FRUIT.BANANAS W/APPLS&PEARS.STR,79,84,0.9,0.22,0.57,19.7,12.76,5,0.3,25,7,0.1,0.08,13.9,0.29,0
BABYFOOD.FRUIT.BANANAS W/TAPIOCA.JR,81.5,67,0.4,0.2,0.2,17.8,7.1,8,0.3,12,9,0.07,0.046,25.7,0.139,0
BABYFOOD.FRUIT.BANANAS W/TAPIOCA.STR,84,56,0.4,0.1,0.3,15.3,0.38,5,0.2,10,9,0.06,0.04,16.7,0.115,0
BABYFOOD.FRUIT.BANANAS&PNAPPL W/TAPIOCA.JR,81.1,68,0.2,0.1,0.2,18.4,8.41,7,0.13,6,8,0.03,0.04,21.2,0.092,0
BABYFOOD.FRUIT.BANANAS&PNAPPL W/TAPIOCA.STR,81.7,65,0.2,0,0.53,17.8,10.73,7,0.23,6,6,0.04,0.039,19.2,0.082,0
BABYFOOD.FRUIT.GUAVA&PAPAYA W/TAPIOCA.STR,82.5,63,0.2,0.1,0.2,17,0,7,0.2,5,4,0.06,0,80.9,0.014,0
